Address1,Address2,Availability,Price,Beds,Baths,Sqft
"13817 S Celestial Rdg, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,299000,,,
"421 Chautauqua Ln, Dexter, MO 63841","Dexter, MO 63841",For Sale,265000,3,1.5,1500
"7225 Hickory Bluff Dr, Cumming, GA 30040","Cumming, GA 30040",For Sale,469900,5,3.5,
"515 E 17th St, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,265000,3,2,1310
"2491 E Traverse Hwy, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,1250000,3,2,1368
"3909 Artisan Dr, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,419500,4,2.5,2500
"935 County Road 3456, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,1500000,5,6,5258
"4590 Brighton View Trl, Cumming, GA 30040","Cumming, GA 30040",For Sale,650000,4,3.5,2646
"114 7th St, Columbus Junction, IA 52738","Columbus Junction, IA 52738",For Sale,15000,,,
"93 Twisted Pine Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,1050000,3,2.5,2050
"806 McDaniel Rd, White Hall, AR 71602","White Hall, AR 71602",Pending,155000,4,1,1368
"2212 Calhoun Rd NE, Rome, GA 30161","Rome, GA 30161",For Sale,65000,,,
"326 Crestwood Ln Lot 209, Russellville, AR 72802","Russellville, AR 72802",For Sale,30000,,,
"4 Castleberry Rd, Sanford, NC 27332","Sanford, NC 27332",For Sale,45500,,,
"1432 County Line Rd, Camilla, GA 31730","Camilla, GA 31730",For Sale,49500,3,1,1163
"Rabbit Branch Rd, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,1100000,,,
"2 Joe Hough Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,141310,,,
"156 Summer Ave, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,58000,2,1,560
"68 Ogden Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,1999000,3,2,1686
"23325 Hall Rd, Sedalia, MO 65301","Sedalia, MO 65301",Pending,580000,4,3,2828
"N Masters St, Sherman, TX 75090","Sherman, TX 75090",For Sale,920313,,,
"1324 N Pershing St, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,349900,4,2,1682
"2310 E Main St, Humboldt, TN 38343","Humboldt, TN 38343",Pending,325000,4,3,3358
"6675 Byron Rd, Zeeland, MI 49464","Zeeland, MI 49464",Pending,275000,3,1.5,1414
"River Oak Dr Lots 3 & 4, Seguin, TX 78155","Seguin, TX 78155",For Sale,259000,,,
"11 Ac Old Ida Rd, Sherman, TX 75090","Sherman, TX 75090",For Sale,330000,,,
"822 E Maple Ave, Enid, OK 73701","Enid, OK 73701",For Sale,49900,3,2,1456
"13 Forked Oak Ln, Humboldt, TN 38343","Humboldt, TN 38343",Pending,350000,4,3.5,3568
"756 Ashwood Way, Easley, SC 29640","Easley, SC 29640",For Sale,307490,5,3,2368
"10425 Prairie Rose Ln, Enid, OK 73701","Enid, OK 73701",For Sale,304900,3,2,1872
"277 Lake Pt, Sanford, NC 27332","Sanford, NC 27332",Pending,848000,4,3.5,4343
"702 Yorkshire Dr Unit 22-303, Alexandria, KY 41001","Alexandria, KY 41001",Pending,239011,2,2,1384
"218 Coney Island Rd, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,334900,4,2.5,1723
"55 Poplar Cir, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,795000,3,3,2004
"1201 Taft St, Lexington, NE 68850","Lexington, NE 68850",Pending,285000,3,2,1851
"1254 Randell St, Waldron, AR 72958","Waldron, AR 72958",For Sale,250000,4,2,1854
"844 County Road 503, Hanceville, AL 35077","Hanceville, AL 35077",For Sale,34000,,,
"1713 E Oklahoma Ave, Enid, OK 73701","Enid, OK 73701",Pending,39000,2,1,806
"Little Berry Ln, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,13410,,,
"Powell Rd SE, Rome, GA 30161","Rome, GA 30161",For Sale,200000,,,
"Grandview Cir, Traphill, NC 28697","Traphill, NC 28697",For Sale,30000,,,
"167 Havis Place Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,156330,,,
"3191 Crowder Creek Rd, Carthage, MS 39051","Carthage, MS 39051",Pending,4900,2,1,1253
"1049 Dumfries Dr, Seguin, TX 78155","Seguin, TX 78155",For Sale,324999,5,2.5,2508
"1358 Dianne Dr, Jackson, MS 39204","Jackson, MS 39204",For Sale,55000,3,1,1008
"3718 Sumner Ct, Sherman, TX 75090","Sherman, TX 75090",For Sale,525000,4,3,2343
"942 Denney Rd, Albany, KY 42602","Albany, KY 42602",For Sale,1500000,Studio,,
"67 Monterey Oak Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,350000,,,
"1337 N State Highway 87, Center, TX 75935","Center, TX 75935",Foreclosure,159900,3,2,1928
"4503 W Barhem Dr, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,305550,3,2,1358
"407 Jackson St, Hillsdale, IL 61257","Hillsdale, IL 61257",For Sale,117900,2,1,1176
"744 E Nathan Rd, Nashville, AR 71852","Nashville, AR 71852",Pending,118000,3,1,1612
"3437 7th Ave, Council Bluffs, IA 51501","Council Bluffs, IA 51501",Pending,90000,3,1,1296
"3050 18th St W, Jacksonville, FL 32254","Jacksonville, FL 32254",Pending,155000,3,1,1056
"5320 W Fletcher St, Chicago, IL 60641","Chicago, IL 60641",Contingent,425000,4,3,
"The Benson II Plan, McKeesport CommunityShelbyville, TN","Shelbyville, TN",For Sale,From278990,3,2.5,1813
"592 Quartz Way, Springdale, AR 72764","Springdale, AR 72764",For Sale,364900,4,2,1908
"The Preston Plan, Prairie Winds CommunityZeeland, MI","Zeeland, MI",For Sale,From405000,4,2.5,2803
"4140 Wildberry Ln, Cumming, GA 30040","Cumming, GA 30040",Contingent,995000,5,4,6495
"2105 Patriot Dr, Lexington, NE 68850","Lexington, NE 68850",For Sale,790000,3,4,4031
"133 Boyds Place Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,152820,,,
"2100 W 18th St, North Little Rock, AR 72114","North Little Rock, AR 72114",Contingent,149900,3,1.5,1273
"19275 123rd Pl, Perry, IA 50220","Perry, IA 50220",Pending,119999,2,1,1176
"2699 Chulio Rd SE, Rome, GA 30161","Rome, GA 30161",Pending,189000,3,2,1489
"57475 Highway 32, Howells, NE 68641","Howells, NE 68641",For Sale,219500,3,2,2204
"Abby Plan, Cordova Crossing CommunitySeguin, TX","Seguin, TX",For Sale,From334999,3,2,1645
"206 Pebble Beach Dr, Eufaula, AL 36027","Eufaula, AL 36027",For Sale,26500,,,
"920 Masters Row Apt B, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,269000,3,2,1470
"412 Tines Dr, Shelbyville, TN 37160","Shelbyville, TN 37160",Contingent,299998,3,2,1736
"402 E Boonville St, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,18000,,,
"10704 River Fall Path, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,766900,5,4,3243
"113 Shevel Dr, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,490000,4,2,2036
"2407 6th Ave N, Denison, IA 51442","Denison, IA 51442",Contingent,175000,5,2,1120
"5331 W Warner Ave, Chicago, IL 60641","Chicago, IL 60641",Contingent,419000,5,3,1352
"Tr 1 Blacks Bluff Rd, Rome, GA 30161","Rome, GA 30161",For Sale,174297,,,
"150 Golf Dr, Sanford, NC 27332","Sanford, NC 27332",Pending,369999,4,3,2351
"14 Doak St, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,120000,,,
"118 Twiggy Cts, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,1350000,4,5,3044
"1283 Twelve Stones Xing, Goodlettsville, TN 37072","Goodlettsville, TN 37072",Contingent,775000,4,2.5,3670
"228 Mar Hill St, Seguin, TX 78155","Seguin, TX 78155",Pending,234500,3,2.5,1308
"15839 Via Cordoba, San Lorenzo, CA 94580","San Lorenzo, CA 94580",Pending,820000,4,2,1720
"4594 Champagne Dr, Springdale, AR 72764","Springdale, AR 72764",Pending,195000,,,
"19715 Mockingbird Ln, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,365000,4,2,1787
"1000 Cowan Ave, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,268000,4,2,1920
"104 Over Look Ln, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,965000,4,4.5,4000
"593 Timber Crk, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,155270,,,
"3728 Cherry Hills Dr, Sherman, TX 75090","Sherman, TX 75090",For Sale,400000,4,3,2149
"160 N Lafayette Blvd, Warren, MI 48091","Warren, MI 48091",For Sale,42995,3,2,1056
"2327 15th St, Vernon, TX 76384","Vernon, TX 76384",Pending,99500,3,1,1071
"Linda Lou Ln, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,39900,,,
"1403 Shell Rd, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,354900,4,2,2052
"5220 College Dr, Vernon, TX 76384","Vernon, TX 76384",For Sale,175000,3,2,1728
"111 Gamble Ln, Easley, SC 29640","Easley, SC 29640",For Sale,179000,3,1.5,
"4203 N Kedvale Ave Unit 1N, Chicago, IL 60641","Chicago, IL 60641",Contingent,349900,3,2,1750
"5645 Potomac Ave, Jacksonville, FL 32254","Jacksonville, FL 32254",For Sale,49000,,,
"7 County Road 8112, Green Forest, AR 72638","Green Forest, AR 72638",Pending,90000,4,2,1296
"258 Ashland Dr SW, Hanceville, AL 35077","Hanceville, AL 35077",Pending,303540,4,3,2019
"3115 Highway 73 E, Hope, AR 71801","Hope, AR 71801",For Sale,160000,4,2,1970
"815 McCausland Ave, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,344900,3,2,1743
"25430 Eureka Dr, Warren, MI 48091","Warren, MI 48091",Pending,89500,2,1,775
"22 Whistling Mallard Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,135200,,,
"S 3rd Hale, Nashville, AR 71852","Nashville, AR 71852",For Sale,13000,,,
"4.07 Ac M/L Mid America Dr, Council Bluffs, IA 51501","Council Bluffs, IA 51501",For Sale,2659338,,,
"1011 Timber Elm, Seguin, TX 78155","Seguin, TX 78155",For Sale,1100000,4,3.5,2869
"10209 Palestine St, Houston, TX 77029","Houston, TX 77029",Pending,146000,2,1,951
"1205 Secrest Commons Dr, Monroe, NC 28112","Monroe, NC 28112",For Sale,405090,4,2.5,2565
"2445 W Mount Comfort Rd, Fayetteville, AR 72704","Fayetteville, AR 72704",For Sale,835000,,,
"3012 Gunsmoke Trail Way, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,274900,3,2,1434
"191 Southern Sunrise, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,301287,,,
"607 W Front St, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,1250000,,,2250
"7551 # Us64 # US64, Russellville, AR 72802","Russellville, AR 72802",Pending,124500,3,1,1277
"Plan Davenport, Bel Air Village: 50ft. lots CommunitySherman, TX","Sherman, TX",For Sale,From419990,4,2,2299
"2019 Lee Creek Dr, Van Buren, AR 72956","Van Buren, AR 72956",For Sale,499000,4,3,2600
"13 Longview Rd Lot 13, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,100000,,,
"146 Crooked Stick Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,650000,1,1,1062
"Driftwood Dr Lot F, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,55000,,,
"3330 Avenue D Ave, Council Bluffs, IA 51501","Council Bluffs, IA 51501",Pending,155000,2,1,886
"4050 Miramount Overlook, Cumming, GA 30040","Cumming, GA 30040",Pending,750000,5,4,4122
"Bristol 1 Plan, The Pointe at Twin Hickory CommunityGlen Allen, VA","Glen Allen, VA",For Sale,From341950,2,2,1319
"780 Ashwood Way Unit 116, Easley, SC 29640","Easley, SC 29640",For Sale,304490,4,2.5,
"Saxis Rd, Temperanceville, VA 23442","Temperanceville, VA 23442",For Sale,1524000,,,
"701 Lukfata St, Broken Bow, OK 74728","Broken Bow, OK 74728",Pending,185000,3,1.5,1002
"512 Laporte St SE, Rome, GA 30161","Rome, GA 30161",Pending,340000,3,2.5,2136
"19 Virginia Cir SW, Rome, GA 30161","Rome, GA 30161",For Sale,545000,5,4,3696
"1063 Buford Rd, Noel, MO 64854","Noel, MO 64854",Pending,69900,,,
"Grand Cayman Plan, Eagle Ridge Landing CommunityAmherst, OH","Amherst, OH",For Sale,From279990,3,2,1559
"5367 Highway 29 S, Hope, AR 71801","Hope, AR 71801",Pending,179500,3,2,1642
"Riverside Benleo Rd, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,325000,,,
"8066 Villa Valley Ln, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,328000,2,2,1439
"3110 N Luna Ave, Chicago, IL 60641","Chicago, IL 60641",Contingent,440000,4,3,
"4021 Glenwyck Dr, North Richland Hills, TX 76180","North Richland Hills, TX 76180",For Sale,485000,4,2.5,2629
"124 Bailing Dr, Easley, SC 29640","Easley, SC 29640",Pending,294900,5,3,2368
"Mossy Bottom Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,176000,,,
"10727 Beach Rock Pt, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,884897,5,4,3243
"ASHTON Plan, Timber Creek Views CommunityAlexandria, KY","Alexandria, KY",For Sale,From409900,4,2.5,2227
"2952 W Emil Ln, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,373540,4,2.5,2656
"2953 Greenbriar, Seguin, TX 78155","Seguin, TX 78155",For Sale,329990,3,2,1958
"Center Dr, Vernon, TX 76384","Vernon, TX 76384",For Sale,296520,Studio,,
"1006 N 16th St, Denison, IA 51442","Denison, IA 51442",For Sale,199999,2,2,1420
"1 Outpost Trl SE, Rome, GA 30161","Rome, GA 30161",For Sale,37900,,,
"203 E Hastings Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,249900,4,3,
"52 N Railroad Ave, New Holland, PA 17557","New Holland, PA 17557",For Sale,150000,4,2,1846
"1494 Longhorn Trl, Seguin, TX 78155","Seguin, TX 78155",Pending,571900,4,2,2296
"Schley Rd, Camilla, GA 31730","Camilla, GA 31730",For Sale,125000,,,
"77 Pecan Trace Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,924900,3,2,2180
"7415 Cordery Rd, Cumming, GA 30040","Cumming, GA 30040",For Sale,850000,4,3.5,3170
"Rocky Branch Rd Lot 10, Rogers, AR 72756","Rogers, AR 72756",For Sale,30000,,,
"219 Tolbert St, Cumming, GA 30040","Cumming, GA 30040",For Sale,275000,2,1,943
"920 N Boone Dr, Sherman, TX 75090","Sherman, TX 75090",Pending,290000,4,2,2386
"Moss Creek Dr Lot 62, Rome, GA 30161","Rome, GA 30161",For Sale,24900,,,
"334 Driftcast Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,1175000,4,4,3048
"9929 Lanewell St, Houston, TX 77029","Houston, TX 77029",Pending,249955,3,2.5,1626
"1002 N E St, North Little Rock, AR 72114","North Little Rock, AR 72114",For Sale,2900,,,
"1212 Admiral Pl, Monett, MO 65708","Monett, MO 65708",Pending,209900,4,1.5,2505
"Corner of Davis and High St, Noel, MO 64854","Noel, MO 64854",For Sale,20000,,,
"7588 SR 105 N, Russellville, AR 72802","Russellville, AR 72802",Pending,25000,4,2,1200
"Walker Rd, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,489900,,,
"208 Wellington Pl, Rainbow City, AL 35906","Rainbow City, AL 35906",For Sale,329000,4,2.5,2907
"360 Bennett Cir, Russellville, AR 72802","Russellville, AR 72802",For Sale,525000,5,2.5,3683
"1207 and 1209 W 7th St, North Little Rock, AR 72114","North Little Rock, AR 72114",For Sale,142000,,,
"125 N Andrews Ave, Sherman, TX 75090","Sherman, TX 75090",For Sale,259000,3,2,1528
"101 Myra St, White Hall, AR 71602","White Hall, AR 71602",Pending,229900,3,2,1689
"Grandview, Alexandria, KY 41001","Alexandria, KY 41001",For Sale,45000,,,
"63859 737 Rd, Brock, NE 68320","Brock, NE 68320",For Sale,390000,5,3,4600
"1710 Country Club Rd, Eufaula, AL 36027","Eufaula, AL 36027",For Sale,695000,4,3.5,4691
"3167 White Ash St, Bowling Green, KY 42101","Bowling Green, KY 42101",Pending,299900,4,2.5,1983
"760 Ashwood Way, Easley, SC 29640","Easley, SC 29640",For Sale,276490,3,2.5,1518
"136 Hollywood Ave Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,159030,,,
"2509 Oc Dr, White Hall, AR 71602","White Hall, AR 71602",For Sale,65000,3,1,1610
"3070 Lowell Ave, Jacksonville, FL 32254","Jacksonville, FL 32254",Pending,180000,4,2,1400
"6876 C 80th Ave, Zeeland, MI 49464","Zeeland, MI 49464",For Sale,140000,,,
"3405 Edith Ln, Haltom City, TX 76117","Haltom City, TX 76117",For Sale,150000,3,1.5,1104
"1843 S 54th Ct, Kansas City, KS 66106","Kansas City, KS 66106",For Sale,63000,,,
"123 N Sunrise Blf, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,257400,,,
,,For Sale,2700,,,
"402 N Edmondson St, Albertville, AL 35950","Albertville, AL 35950",For Sale,240000,3,2,1750
"203 Jennifer Ln, Arlington, TX 76002","Arlington, TX 76002",Pending,300000,4,3,1992
"940 Iroquois Trl, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,649000,4,2.5,3843
"1404 S Pittsburg Ave, Russellville, AR 72802","Russellville, AR 72802",Pending,158000,3,2,1479
"3034 Laredo Ct, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,253900,3,2,1386
"216 Wilma Dr Lot 38, Union City, TN 38261","Union City, TN 38261",For Sale,35000,,,
"Mill Creek Rd, Russellville, AR 72802","Russellville, AR 72802",For Sale,698000,,,
"178 Blue Bayou Ests, Nashville, AR 71852","Nashville, AR 71852",For Sale,249000,3,2,1919
"3605 Wichita St, Vernon, TX 76384","Vernon, TX 76384",Pending,69000,2,1,1110
"3417 Sky Pl, Seguin, TX 78155","Seguin, TX 78155",For Sale,335000,4,2.5,2301
"1421 N Lukfata Trail Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,949000,4,4,2050
"BEACHWOOD Plan, Arcadia Place CommunityAlexandria, KY","Alexandria, KY",For Sale,From400000,3,2,1863
"286 Retreat Loop, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,275000,,,
"6735 Tabor St, North Richland Hills, TX 76180","North Richland Hills, TX 76180",Pending,269000,3,2,1537
"Highway 231, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,1199999,,,
"224 E Compass Way, Easley, SC 29640","Easley, SC 29640",For Sale,234000,3,2.5,1634
"TRIBECA II Plan, Arcadia - Vineyards Condos CommunityAlexandria, KY","Alexandria, KY",For Sale,Contact For Price,2,2.5,1883
"Dalton II Plan, City Point CommunityNorth Richland Hills, TX","North Richland Hills, TX",For Sale,From382990,3,2.5,2021
"10088 Eastgate Cir, Dardanelle, AR 72834","Dardanelle, AR 72834",For Sale,299000,4,2,2667
"509 Mathes Ct, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,689000,4,3.5,2792
"9560 Fields Dr Unit 37, Zeeland, MI 49464","Zeeland, MI 49464",Pending,484900,4,2.5,2601
"Swale Plan, McLellan Crossings CommunityBowling Green, KY","Bowling Green, KY",For Sale,From254900,3,2,1203
"504 506 W Cliffside, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,160000,,,1132
"2877 Durango St, Claremont, NC 28610","Claremont, NC 28610",Pending,186500,3,2,1568
"Exc Gifford Rd Lot 4, Council Bluffs, IA 51501","Council Bluffs, IA 51501",For Sale,2,,,
"705 Kingston Cir, Sergeant Bluff, IA 51054","Sergeant Bluff, IA 51054",For Sale,399950,3,2.5,1670
"368 Cottonwood Ln, Green Forest, AR 72638","Green Forest, AR 72638",Pending,169000,2,2,928
"Parkstone Plan, Northfield CommunityCumming, GA","Cumming, GA",For Sale,From1006995,5,5.5,4675
"Bowen Estates Rd, Russellville, AR 72802","Russellville, AR 72802",For Sale,200000,,,
"3063 Rebecca St, Sioux City, IA 51103","Sioux City, IA 51103",For Sale,239900,4,2,1187
"Penwell Plan, Lenhardt Grove CommunityEasley, SC","Easley, SC",For Sale,From307990,3,2.5,2164
"704 Mulberry St, Green Forest, AR 72638","Green Forest, AR 72638",Pending,224900,3,2,1400
"7814 Jubilant Dr, Dallas, TX 75237","Dallas, TX 75237",For Sale,290000,4,2,1778
"133 Traceway, Sanford, NC 27332","Sanford, NC 27332",For Sale,429000,3,2.5,2954
"1030 Garden Park Dr, Jackson, MS 39204","Jackson, MS 39204",For Sale,68000,3,2,1460
"Hillindale Dr, Rome, GA 30161","Rome, GA 30161",For Sale,15000,,,
"1253 Shallowford St, Bowling Green, KY 42101","Bowling Green, KY 42101",Pending,259900,3,2,1350
"1003 County Road 447, Berryville, AR 72616","Berryville, AR 72616",Pending,1116250,,,
"VANDERBURGH Plan, Arcadia Manor CommunityAlexandria, KY","Alexandria, KY",For Sale,From522500,4,2.5,3323
"625 W Ninth St, Traverse City, MI 49684","Traverse City, MI 49684",Contingent,298000,2,1,1064
"1051 S Athey Rd, Othello, WA 99344","Othello, WA 99344",Pending,425000,2,1,2251
"Rosebriar Plan, Northfield CommunityCumming, GA","Cumming, GA",For Sale,From955995,5,4.5,4220
"505 Water St, Russellville, AR 72802","Russellville, AR 72802",For Sale,35000,2,3,1120
"305 Old Farms Rd, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,689000,3,3.5,
"4171 Post Rd, Cumming, GA 30040","Cumming, GA 30040",Pending,1106000,Studio,,
"1025 Norway, Seguin, TX 78155","Seguin, TX 78155",For Sale,284990,4,2,1788
"247 E Compass Way Unit 209, Easley, SC 29640","Easley, SC 29640",Pending,227500,3,2.5,
"4087 Mason St, Zeeland, MI 49464","Zeeland, MI 49464",For Sale,169900,,,
"212 Sandy Oaks Dr, Seguin, TX 78155","Seguin, TX 78155",For Sale,230000,3,2,2048
"107 Methvin Dr, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,279900,3,1.5,1700
"191 Black Jack Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,724900,2,2,2160
"201 Sunrise Park Rd Apt 317, Storm Lake, IA 50588","Storm Lake, IA 50588",For Sale,271000,2,1,1041
"108 Beverly Blf, Seguin, TX 78155","Seguin, TX 78155",For Sale,353999,4,3,1910
"1744 Daiquiri Turn, Sanford, NC 27332","Sanford, NC 27332",Pending,284900,3,2,1652
"3120 Coral Way, Seguin, TX 78155","Seguin, TX 78155",For Sale,499900,4,3,2293
"5306 Calle Dr, Sherman, TX 75090","Sherman, TX 75090",For Sale,142999,,,
"The James Plan, 78 South CommunitySanford, NC","Sanford, NC",For Sale,From357900,3,2.5,3005
"1856 Loop Ave Lot 208, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,54900,3,2,1131
"415 S 20th St, Enid, OK 73701","Enid, OK 73701",Pending,30000,3,2,1614
